"birth","homepage","name_cn","photo","url","hobby","experience","party","sc_secrs","assembly_idx","popong_idx","email","name_en","name_kr","aides","district","committee","off_phone","when_elected","idx","pr_secrs"
"1949-04-25","http://www.lhj21.com","李賢在","http://www.assembly.go.kr/photo/9770838.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770838","등산","཈. 5~ 현재     제19대 국회의원(경기 하남시/새누리당)||཈. 5~ 현재     새누리당 하남시당원협의회 운영위원장||཈. 5~ ཉ. 5   새누리당 원내부대표||཈. 7~ 현재    국회 산업통상자원위원회 위원||(ཊ.10~ 청원소위원회 소위원장, 통상·에너지소위원회 위원)||཈. 6~ ཊ. 1   새누리당 초선의원 정책개발모임 [초정회]대표간사||཈. 7~ ཉ. 8   국회 운영위원회 위원(예산소위원회)||཈. 9~ ཈.12   새누리당 국민행복추진위원회 경제민주화추진단||཈.10~ ཈.12  제18대 대통령선거 새누리당 박근혜 후보 중앙선거대책위원회||직능총괄본부 중소기업본부장||཈.10~ ཈.12  제18대 대통령선거 새누리당 박근혜 후보 중앙선거대책위원회||중소기업·소상공인·벤처기업협력 공동단장||ཉ. 1~ ཉ. 2   제18대 대통력직 인수위원회 경제2분과 간사||ཉ. 1~ 현재    국회 한중 의원외교협회 회원||국회 아랍에미리트 친선협회 부회장/국회 그리스 친선협회 이사||ཉ. 6~ ཊ. 5   새누리당 정책위원회 제4정책조정위원회 간사||ཉ. 8~ ཊ. 5   새누리당 손톱 밑 가시뽑기 특별위원회 부위원장||ཉ. 8~ ཋ. 5   국회 예산결산특별위원회 위원||(예산안 등 조정소위원회 위원, 조정소소위원회 위원)||ཊ. 2~ ཊ. 6   국회 통상관계대책특별위원회 위원||ཊ. 4~ ཊ.11   새누리당 경제혁신특별위원회 공기업개혁분과 위원장||ཊ. 5~ ཋ. 1  새누리당 정책위원회 부의장||ཊ. 12~ 현재   새누리당 중소기업소상공인특별위원회 부위원장||ཋ. 2 ~ 현재   새누리당 정책위원회 정책자문위원회 수석부위원장||ཋ. 6 ~ 현재   새누리당 국민공천제추진TF 위원","새누리당","길효미 , 고영환 , 이상기",9770838,19491115,"hanam432@naver.com","LEE Hyun-jae","이현재","김영재 , 김용우","경기 하남시","산업통상자원위원회","02-784-8071","초선( 19대 )",797,"배효정 , 이동규"
"1953-11-11","http://www.ijk.or.kr","印在謹","http://www.assembly.go.kr/photo/9770839.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770839","","[학력]||이화여자대학교 사회학과 졸업||||[주요경력]||로버트 케네디 인권상 수상||이화여자대학교 민주동우회 회장||민주통합 시민행동 공동대표||서울민주통일민중운동연합 의장||민주헌법쟁취국민운동본부 상임집행위원||민주화실천가족운동협의회(민가협) 총무||||[현재활동]||(재)김근태재단 이사장||(사)사랑의친구들 운영위원장||(사)따뜻한 한반도 사랑의 연탄나눔운동 이사||(사)인권의학연구소 이사||(사)통일맞이 이사||19대 국회의원(외교통일위원회, 여성가족위원회)||국회의원연구단체 국회'민주주의와 복지국가 연구회' 대표의원","더불어민주당","박상근, 강준희, 성하림, 방재남, 박유진",9770839,1953215,"ijgalso@daum.net","IN Jae Keun","인재근","현창하, 한성희","서울 도봉구갑","보건복지위원회","02-784-8091","초선( 19대 )",712,"임영진, 강경만"
"1952-12-21","http://www.nhlim.com","林來玄","http://www.assembly.go.kr/photo/9770840.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770840","마라톤, 등산","중앙초, 광주서중, 경기고, 서울대 졸업||사법고시 16회||광주 고검장||대구 고검장||법무연수원장||민주당 광주시당위원장","무소속","김종환 , 고인섭 , 최민경",9770840,19521124,"nhoffice@naver.com","LIM Nae-hyun","임내현","김현우 , 도정호","광주 북구을","법제사법위원회 , 동북아역사왜곡대책 특별위원회","02-784-8101","초선( 19대 )",743,"김진하 , 허호인"
"1968-11-06","http://blog.naver.com/su_blog","林秀卿","http://www.assembly.go.kr/photo/9770841.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770841","등산","· 한국외국어대학교 대학원 신문방송학 박사 수료||· 북한대학원대학교 민족공동체 지도자과정||· 오스트리아 유럽평화대학원(EPU) 평화학 전공||· 서강대학교 언론대학원 신문 전공||· 한국외국어대학교 불어과 졸업||· 한국방송통신대학교 법학과 졸업||· 국회 안전행정위원회 위원||· 국회 여성가족위원회 위원||· 국회 평창동계올림픽 및 국제경기대회지원특별위원회 위원||· 국회 한반도 평화포럼 회원||· 국회 한국 아르헨티나 의원친선협회 이사||· 국회 중남미 포럼 회원||· 국회 한일의원연맹 회원||· 국회 바이오전문가포럼 회원||· 국회 정각회 새정치민주연합 간사||· 한국영화를 사랑하는 의원 모임 회원||· 대한불교조계종 중앙신도회 지도위원||· 대한불교청년회 지도위원||· 새정치민주연합 공정언론대책특별위원회 위원||· 새정치민주연합 대외협력위원회 부위원장||· 새정치민주연합 전국여성위원회 부위원장||· 노무현재단 상임운영위원||· (사)한반도 평화통일시민단체 협의회 공동대표||· 국회 행정안전위원, 외교통일위원, 미래창조과학방송통신위원 (전)||· 국회 동북아역사왜곡대책특별위원회 위원, 창조경제활성화 특별위원회 위원, 중동호흡기증후군 대책 특별위원회 위원 (전)||· 민주당 한반도평화안보특위 위원 (전)","더불어민주당","정규철 , 우지수 , 강송연",9770841,1968213,"su.data663@gmail.com","LIM Su-kyung","임수경","권오재 , 이신남","비례대표","안전행정위원회 , 여성가족위원회 , 평창동계올림픽 및 국제경기대회지원 특별위원회","02-784-8191","초선( 19대 )",844,"김명섭 , 이준협"
"1952-05-05","http://www.cbwhope.or.kr","張秉浣","http://www.assembly.go.kr/photo/9770688.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770688","테니스","▷ 광주서중·일고 졸업||▷ 서울대 무역학과 졸업||▷ 미국 위스콘신대 공공정책학 석사||▷ 중앙대학교 행정학 박사||||▶ 제17회 행정고등고시 합격||▶ 전) 기획예산처 예산실장||▶ 전) UN-ESCAP 아·태 민간투자 장관회의 의장||▶ 전) 기획예산처 장관||▶ 전) 호남대학교 총장||▶ (사)「장애인먼저」실천 광주운동본부장||▶ 국회 문화체육관광방송통신위원회 위원||▶ 국회 예산결산특별위원회 민주당 간사||▶ 민주당 제4정책조정위원회 위원장||▶ 국회 미래창조과학방송통신위원회 위원||▶ 국회 예산재정개혁특별위원회 간사||▶ 민주당 정책위원회 의장","더불어민주당","유재은 , 양승권 , 황현정",9770688,19521123,"cbwhope@naver.com","CHANG Byoung Wan","장병완","박승준 , 윤재관","광주 남구","미래창조과학방송통신위원회","02-784-5270","재선( 18대 , 19대 )",690,"박철호 , 배승희"
"1950-01-05","http://www.yschang49.or.kr","張倫碩","http://www.assembly.go.kr/photo/9770435.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770435","테니스","영주중앙초 졸업||영주중 졸업||경복고 졸업||서울대 법과대학 졸업||한양대 대학원(법학 박사)||||사시 14회||법무부 검사장||법무부 법무실장 · 검찰국장(차관급)||변호사||(사)국제인권옹호한국연맹 이사(현)||제17대, 제18대, 제19대 국회의원(경북 영주시)||한나라당 제1정조위원장||국회 법제사법위원회 간사||국회 정치개혁특별위원회 간사||한나라당 정책위부의장||국회 국토해양위원회 위원||국회 예산결산특별위원회 위원장||국회 사법개혁특별위원회 위원||국회 농림축산식품해양수산위원회 위원||국회 윤리특별위원회 위원장||국회 정치개혁특별위원회 위원||새누리당 비상대책위원회 위원||국회 산업자원통상위원회 위원(현)||대한복싱협회 회장 (현)||국제복싱협회(AIBA) 집행위원 (현)||민족화해협력범국민협의회 상임의장(현)","새누리당","장화식, 배효숙, 손성민",9770435,1950199,"yschang49@assembly.go.kr","CHANG Yoon Seok","장윤석","박종주, 이장선","경북 영주시","산업통상자원위원회","02-784-5072","3선( 17대 , 18대 , 19대 )",446,"이상신, 정태준"
"1967-06-21","http://blog.naver.com/jungeun0016","張廷銀","http://www.assembly.go.kr/photo/9770922.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770922","","경원대학교 대학원 보건학박사||제19대 국회의원||국회 보건복지위원회 위원||국회 여성가족위원회 위원||새누리당 경기도당 상임부위원장||전 새누리당 중앙당여성위원회 상임전국위원||전 새누리당 부대변인||전 한나라당 전국 여성지방의원협의회 공동대표||전 제7대 경기도의회 부의장||전 제6,7,8대 경기도의회 의원","새누리당","한승룡 , 박동희 , 김주현",9770922,1967213,"jungeun0016@naver.com","JANG Jung-eun","장정은","김응박 , 이동현","비례대표","보건복지위원회 , 여성가족위원회","02-784-5901","초선( 19대 )",877,"김소영 , 정인옥"
"1977-06-19","http://www.onethehuman.com","張하나","http://www.assembly.go.kr/photo/9770842.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770842","","제19대 국회의원||제주시정발전포럼 녹색성장분과 위원||제주 해군기지 문제의 평화적 해결을 위한 제주시 읍면동 대책위원회 사무처장","더불어민주당","박정환 , 박현지 , 이택준",9770842,197729,"onethehuman@gmail.com","CHANG Ha Na","장하나","송용한 , 이보라","비례대표","환경노동위원회","02-784-8231","초선( 19대 )",837,"서정우 , 이지환"
"1958-03-17","http://bhjun777.blog.me","田炳憲","http://www.assembly.go.kr/photo/9770437.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770437","영화 보기","충남 홍성 태생||강남초(상도동), 영등포중 (대방동), 휘문고 졸||고려대 정외과,경제학과졸||고려대 정책대학원 경제학 석사||||대통령 정무비서관||대통령 정책기획비서관||청와대국정상황실장||국정홍보처차장||||제17대 국회의원(동작 갑)||열린우리당 원내부대표||열린우리당 대변인||국회 정무위 법안소위원장||국회 문화관광위원회||||제18대 국회의원(동작 갑)||국회 문화체육관광방송통신위원회 간사||민주당 당대표 특보단장||민주당 전략기획위원장||민주당 정책위의장||||19대 국회의원 (동작 갑)||국회 미래창조과학방송통신위원회||국회 여성가족위원회||국회 지방재정특별위원회||국회 방송공정성특별위원회 위원장||18대 대선 매니페스토본부 본부장||민주당 원내대표","더불어민주당","남경수 , 김보미 , 최동녕 , 정지훈",9770437,1958172,"bhjun@assembly.go.kr","JUN Byung Hun","전병헌","강희중","서울 동작구갑","미래창조과학방송통신위원회","02-788-2038","3선( 17대 , 18대 , 19대 )",447,"김천수 , 윤문용"
"1953-05-05","http://blog.naver.com/sparksoon","全順玉","http://www.assembly.go.kr/photo/9770843.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770843","","국회 산업통상자원위원회 위원 (현)||민주정책연구원 부설 소상공인정책연구소 소장 (현)||새정치민주연합 소상공인특별위원회 위원장 (현)||새정치민주연합 수석사무부총장||새정치민주연합 정책위원회 부의장||민주당 제18대 대선 공동선거대책위원장||민주화운동기념사업회 비상근 이사||(사) 한국패션봉제아카데미 대표이사||(사) 참여성노동복지터 대표이사||제16대 대통령직 인수위원회 여성노동분과 위원||성공회대학 사회문화연구원 연구교수||영국 웨일즈 카디프대학 사회학과 겸임연구원||||||Warwick Univ. 경영학 노사관계 석사, 노동사회학 박사||Ruskin College in Oxford 유럽비교노사관계 디플로마","더불어민주당","전동명 , 이두섭 , 박윤지",9770843,1953218,"spark@soonok.kr","CHUN Soon Ok","전순옥","남규선 , 황금이","비례대표","산업통상자원위원회","02-784-8551","초선( 19대 )",825,"박현숙 , 하상준"
"1960-10-24","http://www.jjhiksanlove.com","全正姬","http://www.assembly.go.kr/photo/9770844.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770844","","","더불어민주당","정충원 , 김유진",9770844,1960216,"jhjeon411@naver.com","JEON Jeong Hee ","전정희","이인우 , 황훈영","전북 익산시을","산업통상자원위원회","02-784-8630~2","초선( 19대 )",765,"고봉준 , 김명진"
"1958-09-02","http://www.hajin.com","田夏鎭","http://www.assembly.go.kr/photo/9770845.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770845","","인하대학교 산업공학과||연세대학교 경영전문대학원 석사||픽셀시스템 창업, 대표이사||레가시 설립, 대표이사||지오이월드 설립, 대표이사||한글과컴퓨터 대표이사||(사)벤처기업협회 부회장||한민족글로벌벤처네트워크 INKE 의장||네띠앙 대표이사||본웨이브 대표이사||인케코퍼레이션 대표이사||한미파슨스 e집부문 대표||아시아디자인센터 이사장||서강대학교 기술경영전문대학원 겸임교수||제19대 경기도 성남시 분당구을 국회의원||새누리당 디지털정당위원장||새누리당 창조경제일자리창출특위 부위원장||국회 미래인재육성포럼 대표||국회 창조경제활성화특별위원회 간사||2014 새누리당 지방선거기획위원||2014 새누리당 개인정보보호대책 특위 위원||새누리당 원내부대표","새누리당","이봉주, 이근영, 이상은, 김영기, 류보라",9770845,19581115,"hajin366@naver.com","JHUN Ha Jin","전하진","김기호, 이종태","경기 성남시분당구을","산업통상자원위원회","02-784-8731","초선( 19대 )",785,"김종갑, 박진수"
"1962-05-18","http://haec-jeon.tistory.com","全海澈","http://www.assembly.go.kr/photo/9770846.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770846","","2012. 05 ~ 제19대 국회의원(경기 안산상록갑)||2007. 12 ~ 2012. 05 법무법인 해마루 대표변호사||2010. 안산환경운동연합 자문위원||2009. 노무현재단 상임운영위원||2008. ~ 민주통합당 안산상록갑 지역위원장||2006. 05 ~ 2007. 12 대통령비서실 민정수석비서관||2003. 07 대통령소속 의문사진상규명위원회 위원||2001. 01 ~ 2004. 05 법무법인 해마루 변호사||2001~2002 미국워싱턴주립대학교잭슨스쿨 객원 연구원||1999. 민주사회를 위한 변호사모임 언론위원회 위원장||1998. 대한변호사협회 인권위원||1996. 민주사회를 위한 변호사모임 대외협력위원회 위원장||1994. 안산시 고문변호사||1987. 제29회 사법시험 합격||1985. 고려대학교 법학과 졸업||1981. 마산중앙고등학교 졸업||1978. 목포영흥중학교 졸업||1975. 목포대성초등학교 졸업","더불어민주당","이은정 , 이재경 , 류화연",9770846,19621104,"sangrokgab@naver.com","JEON Hae Cheol","전해철","오재훈 , 한종환","경기 안산시상록구갑","법제사법위원회 , 서민주거복지 특별위원회","02-784-8901","초선( 19대 )",789,"김동일 , 김태희"
"1950-11-08","http://www.mrjung.net","鄭甲潤","http://www.assembly.go.kr/photo/9770439.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770439","축구,등산","울산 제일중학교 졸||경남고등학교 졸||울산공과대학(현 울산대학교) 졸||울산대학교 산업대학원 산업관리공학 졸||조선대학교 명예 법학박사||||울산대학교 초대 총학생회장 역임||울산대학교 총동창회장 역임||(주)해성목재 대표 역임||제4대 경남도의원 역임||울산상공회의소 상임의원 역임||(사)한국청년회의소 중앙부회장 역임||(사)한국청년회의소 경남·울산지구 회장 역임||(사)대한산악연맹 울산지부 회장 역임||울산 조기축구회 회장 역임||16·17·18대 국회의원 역임||한-캐나다 의원 친선협회 이사 역임||한-케냐 의원 친선협회 회장 역임||한나라당 재해대책특별위원회 위원장 역임||한나라당 울산시당위원장 역임||국회 산업자원, 건설교통, 예산결산특별위원 역임||국회 행정자치 위원회 간사 역임||국회 예산결산특별위원회 위원장 역임||새누리당 중소기업활력화위원회 위원장 역임||울산자유무역지역 추진위원회 고문 (현)||울산광역시 장애인 후원회 상임고문(현)||19대 국회의원 · 법제사법위원(현)||국회 정각회 회장 (현)||한-인도 의원 친선협회 회장(현)||소기업소상공인경쟁력강화 포럼 고문(현)","새누리당","전도진 , 윤혜원 , 신상민",9770439,1950188,"mrjung@assembly.go.kr","JEONG Kab Yoon","정갑윤","고광철 , 김종윤","울산 중구","법제사법위원회","02-784-5275","4선( 16대 , 17대 , 18대 , 19대 )",219,"박기철"
"1957-03-06","http://www.doodoodoo.co.kr","鄭斗彦","http://www.assembly.go.kr/photo/9770441.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770441","음악,등산","서울대 무역학과||미국 죠지타운대 공공정책대학원(정책학석사)||국민대학교 대학원(행정학박사)||방송대 영문과 4학년||서강대 영상대학원 커뮤니케이션 최고위과정||행정고시 합격(24회)||정무장관실/체육부/국무총리행정조정실||서울시 정무부시장||서강대 겸임교수||제17,18,19대 국회의원(서울 서대문을)","새누리당","김형훈 , 신연희 , 박선연",9770441,1957191,"dooun4u@hanmail.net","CHUNG Doo-un","정두언","이승기 , 정양근","서울 서대문구을","국방위원회","02-784-4195","3선( 17대 , 18대 , 19대 )",448,"위경수 , 주관성"
"1966-05-04","http://www.hunny.or.kr","鄭文憲","http://www.assembly.go.kr/photo/9770880.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770880","다도","","새누리당","최용수 , 백정우 , 김미서",9770880,1966167,"moonhunc@assembly.go.kr","CHUNG Moon Hun","정문헌","이종학 , 최원용","강원 속초시고성군양양군","기획재정위원회 , 동북아역사왜곡대책 특별위원회","02-788-2815","재선( 17대 , 19대 )",449,"박정섭 , 신경호"
"1965-09-17","http://blog.naver.com/hega33","鄭美京","http://www.assembly.go.kr/photo/9770909.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770909","","고려대학교 법학과 졸업||사법고시 38회||(전) 수원지방검찰청 검사||(전) 새누리당 대변인||||(현) 국방위원회 위원||(현) 새누리당 홍보기획본부장||||저서 '여자 대통령 아닌 대통령을 꿈꿔라'","새누리당","문용석 , 김정현 , 김송이",9770909,196528,"hega33@naver.com","CHUNG MI KYUNG","정미경","원우혁 , 조병만","경기 수원시을","국방위원회 , 예산결산특별위원회","02-784-9480, 031-231-8884","재선( 18대 , 19대 )",648,"김지은 , 이영준 , 이현철"
"1958-02-10","http://www.byounggug.co.kr","鄭柄國","http://www.assembly.go.kr/photo/9770229.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770229","인라인스케이트","성균관대 사회학과||연세대학교 행정대학||성균관대학교 정치학 박사||전국총학생회부활준비위상임위원장,||민주자유당총재비서관,||대통령비서실부속실장,||미국조지타운대객원연구원||한나라당 사무총장||국회 문방위 위원장||문화체육관광부 장관||현 국회 인성교육실천 포럼 상임대표||현 국회 군 인권개선 및 병영혁신 특별위원회 위원장||제16대~19대 국회의원||","새누리당","조규승 , 이정민 , 김민철",9770229,1958179,"bgchoung@assembly.go.kr","CHOUNG Byoung-gug","정병국","최승우 , 황찬일","경기 여주시양평군가평군","외교통일위원회","02-788-2210","4선( 16대 , 17대 , 18대 , 19대 )",227,"김차영 , 이승환"
"1962-06-02","http://www.jungsh.co.kr","鄭成湖","http://www.assembly.go.kr/photo/9770881.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770881","등산, 역도","대신고등학교 졸업||서울대학교 법학 학사||제28회 사법시험 합격||사법연수원 제18기 수료||육군 제3사단 법무관 복무||||민주사회를 위한 변호사 모임 회원||의정부YMCA 이사||경기북부환경운동연합 공동대표||연천군청 고문변호사||제17대 열린우리당 국회의원(경기 양주·동두천)||법제사법위원회 위원||건설교통위원회 위원||열린우리당 원내부대표||동두천시청 고문변호사||경기도교육청 고문변호사||의정부시청 고문변호사||경기 교원장학재단 감사||민주정책연구원 부원장||제19대 민주통합당 국회의원(경기 양주·동두천)||기획재정위원회 위원||국회운영위원회 간사||민주통합당 대변인||한국·러시아 의원친선협회 간사||민주당 원내수석부대표||국토교통위원회 간사||교통법안심사소위원회 위원장","더불어민주당","변석만, 권순남, 강유진, 김봉성",9770881,19621103,"jsh35351@naver.com","JUNG Sung Ho","정성호","정원철, 이창무","경기 양주시동두천시","국토교통위원회 , 예산결산특별위원회 , 윤리특별위원회","02-784-8991","재선( 17대 , 19대 )",451,"박태희, 조남혁"
"1950-09-26","http://www.skchung.or.kr","丁世均","http://www.assembly.go.kr/photo/9770230.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770230","독서","●학력||- 전주신흥고||- 고려대학교 법과대학 법학과 졸업||- 미국 페퍼다인 대학 경영학 석사(MBA)||- 경희대학교 경영학 박사||||● 경력||- 고려대학교 총학생회장||- 새정치국민회의 김대중총재 특별보좌역||- 연청중앙회장||- 새정치국민회의 원내수석부총무||- 새천년민주당 전라북도 도지부장||- 새천년민주당 정책위의장||- 열린우리당 정책위의장||- 열린우리당 당의장.원내대표||- 산업자원부 장관||- 통합민주당 상임고문||- 민주당대표||- 민주당최고위원||","더불어민주당","김경훈 , 조기훈 , 박숙영",9770230,1950181,"skchung@assembly.go.kr","CHUNG Sye-kyun","정세균","고병국 , 이연재","서울 종로구","외교통일위원회","02-788-2895","5선( 15대 , 16대 , 17대 , 18대 , 19대 )",228,"강성용 , 김형배"
"1946-01-02","http://www.jss4star.co.kr","鄭壽星","http://www.assembly.go.kr/photo/9770675.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770675","등산","[학력]||1958 양동초등학교(44회) 졸업||1961 경주중학교(22회) 졸업||1964 경북고등학교(45회) 졸업||||[경력]||1966 육군소위 임관(갑종 202기)||1966 제27사단 77연대 수색중대 2소대장(소위)||1967 주월 9사단 29연대 10중대 소대장(전상)||1972 제2보병사단 17연대 8중대장(대위)||1980 제21보병사단 수색대대장(중령)||1986 제17보병사단 100연대장(대령)||1991 수도군단 참모장(준장)||1992 국방부 근무지원단장(준장)||1993 육군본부 인사참모부 인사근무처장(준장)||1995 제55보병사단장(소장)||1997 보병학교장(소장)||1999 수도군단장(중장)||2001 제1군 사령부 부사령관(중장)||2003 제1군 사령관(육군대장)||2004 군사재판 재판장||||2007 박근혜 前한나라당대표 안보특보||2009 제18대 국회의원||2009 국회 행정안전위원회 위원||2009 국회 독도영토수호대책특별위원회 위원||2009 국회 한ㆍ대만 의원친선협회 이사||2010 국회 세계박람회지원특별위원회 위원||2011 국회 예산결산특별위원회 위원||2012 제19대 국회의원(현)||2012 국회 산업통상자원회 위원(현)||2013 국회 예산결산특별위원회 위원(현)","새누리당","이범희, 이강희, 김연주, 이돈욱",9770675,19461135,"jss4star@assembly.go.kr","JUNG Soo-sung","정수성","윤준호 , 허대윤","경북 경주시","산업통상자원위원회 , 윤리특별위원회","02-788-2893","재선( 18대 , 19대 )",682,"길재철 , 김상태"
"1962-06-01","","鄭容起","http://www.assembly.go.kr/photo/9770907.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770907","","* 대전고등학교 졸업||* 국립경찰대학 1기 명예졸업||* 연세대학교 정치외교학과 졸업||* 고려대학교 행정대학원 졸업(정책학)||* 제16대 대통령선거 한나라당 대통령후보 상근 보좌역||* 제9~10대 대전광역시 대덕구청장(2006~2014)||* 제19대 국회의원||* 국회 안전행정위원회 위원||* 새누리당 방위산업체 군납비리 척결 및 재발방지TF||* 국회 해외자원개발 진상규명 국정조사특별위원회 위원||* 국회 예산결산특별위원회 위원||* 새누리당 대전시당위원장","새누리당","윤기웅,한형민,김민주,황유희",9770907,1962142,"jbrave119@naver.com","Jeong Yong Ki","정용기","신승준,성욱제","대전 대덕구","안전행정위원회 , 예산결산특별위원회","02-784-7190","초선( 19대 )",865,"박찬윤"
"1953-02-18","http://www.wtc21.co.kr","鄭宇澤","http://www.assembly.go.kr/photo/9770847.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770847","바둑","","새누리당","변건우 , 정다정 , 신은경",9770847,19531117,"wtc218@gmail.com","CHUNG Woo Taik","정우택","오은세 , 오인수","충북 청주시상당구","정무위원회","02-784-9071","3선( 15대 , 16대 , 19대 )",229,"송재혁 , 유경선"
"1948-12-18","http://www.justice21.or.kr","鄭義和","http://www.assembly.go.kr/photo/9770232.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770232","등산","부산의대, 연세대 의과대학(석사), 인제대 의과대학(박사)||조선대 명예정치학 박사, 공주대 명예교육학 박사, 한국해양대 명예경영학 박사||광주명예시민, 여수명예시민||||김원묵기념 봉생병원장||한나라당 원내총무권한대행||17대 국회 재정경제위원장||국회 2012년 여수세계박람회유치특위 위원장||한나라당 인재영입위원장||한나라당 세종시특별위원회 위원장||한나라당 최고위원||한나라당 비상대책위원장||18대 후반기 국회부의장, 국회의장 직무대행||19대 후반기 국회의장||||국회스카우트의원연맹 회장, 세계스카우트의원연맹 총재 (현)||2015광주하계유니버시아드대회 조직위원장 (현)||(사)남북의료협력재단 이사장||국회 외교통일위원회 위원||한미의원외교협의회 회장||제 15.16.17,18,19대 국회의원(5선)||","무소속","현지연, 유소희, 이동희, 김도형",9770232,19481123,"ceh312@naver.com","Chung Ui Hwa","정의화","박영민 , 박흥수","부산 중구동구","","02-788-2125","5선( 15대 , 16대 , 17대 , 18대 , 19대 )",230,"김종우 , 조연경"
"1957-11-06","http://www.jinhoo.co.kr","鄭鎭珝","http://www.assembly.go.kr/photo/9770848.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770848","등산","중앙대학교 예술대학 문예창작학과 졸업||전국교직원노동조합 위원장||역사교육연대 공동대표||사립학교법 공동대책위원회 공동대표||진보정의당 정책위의장||정의당 원내수석부대표||정의당 원내대표","정의당","조혁신, 유영권, 이미남, 윤선영",9770848,19571151,"eduhopejjh@naver.com","JEONG Jinhoo","정진후","김순이, 홍기돈","비례대표","국회운영위원회 , 교육문화체육관광위원회 , 정치개혁 특별위원회","02-784-9130/ FAX. 02-788-0357","초선( 19대 )",849,"송경원"
